college_name,sat_score,state,institution_type,major,admission_rate,undergrad_enrollment,tuition
Beau Monde Academy Of Barbering And Cosmetology,1154,OR,Private,Unknown,0.7778,120,18700
Fountain Of Youth Academy Of Cosmetology,1154,PA,Private,Unknown,0.7778,52,18700
West Coast University-Miami,1154,FL,Private,Unknown,0.7778,900,27668
Aparicio-Levy Technical College,1154,FL,Public,Unknown,0.7778,137,18700
The Vocational Nursing Institute Inc,1154,TX,Private,Unknown,1.0,20,18700
Hollywood Institute Of Beauty Careers-West Palm Beach,1154,FL,Private,Unknown,0.7778,287,18700
Hollywood Institute Of Beauty Careers-Casselberry,1154,FL,Private,Unknown,0.7778,303,18700
Empire Beauty School-Cheltenham,1154,PA,Private,Unknown,0.7778,151,18700
High Tech High Graduate School Of Education,1154,CA,Private,Unknown,0.7778,1107,18700
Coachella Valley Beauty College-Hemet,1154,CA,Private,Unknown,0.7778,101,18700
Coastal Pines Technical College,1154,GA,Public,Unknown,0.7778,1688,3727
Studio Beauty School,1154,WA,Private,Unknown,0.7778,106,18700
Latin Beauty Academy,1154,FL,Private,Unknown,0.7778,214,18700
Associated Barber College Of San Diego,1154,CA,Private,Unknown,0.7778,116,18700
Abco Technology,1154,CA,Private,Unknown,0.7778,121,18700
Lionel University,1154,CA,Private,Unknown,0.7778,480,15288
California Intercontinental University,1154,SD,Private,Unknown,0.7778,141,12954
Infinity College,1154,LA,Private,Unknown,0.7778,104,18700
Universal Healthcare Careers College,1154,CA,Private,Unknown,0.7778,279,18700
New Beginnings Beauty Academy,1154,AR,Private,Unknown,0.7778,25,18700
Dolce The Academy,1154,CT,Private,Unknown,0.7778,42,18700
American College Of The Building Arts,1137,SC,Private,Unknown,0.6207,140,21522
River Valley School Of Massage,1154,AR,Private,Unknown,0.7778,12,18700
Atlantis University,1154,FL,Private,Unknown,0.7778,313,13120
Westchester School For Medical & Dental Assistants,1154,NY,Private,Unknown,0.7778,35,18700
Studio Incamminati,1154,PA,Private,Unknown,1.0,40,19337
Salon Boutique Academy,1154,TX,Private,Unknown,0.7778,191,18700
Ga Beauty & Barber School,1154,TX,Private,Unknown,0.7778,199,18700
The Recording Conservatory Of Austin,1154,TX,Private,Unknown,0.7778,82,18700
Vh Barber & Styling Academy,1154,LA,Private,Unknown,0.7778,24,18700
Bet Medrash Gadol Ateret Torah,1154,NY,Private,Unknown,0.6531,108,20400
Yeshiva Ohr Yisrael,1154,NY,Private,Unknown,1.0,17,19535
Yeshiva Sholom Shachna,1154,NY,Private,Unknown,0.8696,118,21750
Bethlehem College & Seminary,1154,MN,Private,Unknown,0.7778,92,15144
Elmezzi Graduate School Of Molecular Medicine,1154,NY,Private,Unknown,0.7778,1107,18700
Theatre Of Arts,1154,CA,Private,Unknown,0.7778,37,22878
Westchester College Of Nursing & Allied Health,1154,CA,Private,Unknown,0.7778,11,18700
Treasure Coast Technical College,1154,FL,Public,Unknown,0.7778,67,18700
American College Of Barbering,1154,KY,Private,Unknown,0.7778,75,18700
Beth Medrash Meor Yitzchok,1154,NY,Private,Unknown,0.5212,222,25700
Mingo Extended Learning Center,1154,WV,Public,Unknown,1.0,13,18700
San Ignacio University,1154,FL,Private,Unknown,0.7778,75,11685
Zms The Academy,1154,CA,Private,Unknown,0.7778,228,18700
Valor Christian College,1154,OH,Private,Unknown,0.7778,352,38250
Bethany Global University,1154,MN,Private,Unknown,0.9388,162,30672
Hvac Technical Institute,1154,IL,Private,Unknown,0.7778,216,18700
United International College,1154,FL,Private,Unknown,0.7778,175,11320
San Francisco Film School,1154,CA,Private,Unknown,0.7778,141,18700
Center For Ultrasound Research & Education,1154,NY,Private,Unknown,0.7778,35,18700
Culinary Tech Center,1154,NY,Private,Unknown,0.7778,44,18700
Randolph Technical Center,1154,WV,Public,Unknown,0.7778,11,18700
Amg School Of Nursing,1154,NY,Private,Unknown,0.7778,570,18700
Saint Michael College Of Allied Health,1154,DC,Private,Unknown,0.6421,123,20905
Presidio Graduate School,1154,CA,Private,Unknown,0.7778,1107,18700
Sandra Academy Of Salon Services,1154,TN,Private,Unknown,0.7778,73,18700
California Jazz Conservatory,1154,CA,Private,Unknown,1.0,20,24638
California Barber And Beauty College,1154,CA,Private,Unknown,0.7778,61,18700
Laredo Chi Academy Beauty School,1154,TX,Private,Unknown,0.7778,56,18700
Florida International Training Institute,1154,FL,Private,Unknown,0.8502,695,18700
Gould'S Academy,1154,TN,Private,Unknown,0.7778,164,18700
Aviation Institute Of Maintenance-Fremont,1154,CA,Private,Unknown,0.7778,256,17757
Paul Mitchell The School-Tulsa,1154,OK,Private,Unknown,0.7778,249,18700
Academy Of Professional Cosmetology,1154,AR,Private,Unknown,0.7778,171,18700
Empire Beauty School-Northlake,1154,GA,Private,Unknown,0.7778,117,18700
Ross Medical Education Center-Huntsville,1154,AL,Private,Unknown,0.7778,109,18700
Ross Medical Education Center-Knoxville,1154,TN,Private,Unknown,0.7778,75,18700
Ross Medical Education Center-Muncie,1154,IN,Private,Unknown,0.7778,54,18700
Cortiva Institute-Arlington,1154,TX,Private,Unknown,0.7778,90,18700
Tulsa Welding School-Houston,1154,TX,Private,Unknown,0.7778,1799,18700
Pima Medical Institute-El Paso,1154,TX,Private,Unknown,0.7778,667,18700
Pima Medical Institute-Phoenix,1154,AZ,Private,Unknown,0.7778,830,18700
Kennesaw State University,1120,GA,Public,Unknown,0.6918,39503,25927
Entourage Institute Of Beauty And Esthetics,1154,NE,Private,Unknown,0.7778,49,18700
Milligan University,1195,TN,Private,Unknown,0.7027,783,53026
Chamberlain University-Nevada,1154,NV,Private,Unknown,0.75,573,21062
Chamberlain University-Michigan,1154,MI,Private,Unknown,0.8889,643,20286
Chamberlain University-New Jersey,1154,NJ,Private,Unknown,0.9,1316,21062
Paul Mitchell The School-Madison,1154,WI,Private,Unknown,0.7778,52,18700
The University Of Tennessee Health Science Center,1154,TN,Public,Unknown,0.7778,376,18700
Unitech Training Academy-New Orleans,1154,LA,Private,Unknown,0.7778,65,18700
Wade Gordon Hairdressing Academy-Lubbock,1154,TX,Private,Unknown,0.7778,101,18700
Emory University-Oxford College,1513,GA,Private,Unknown,0.1725,973,83622
The Chicago School At Xavier University Of Louisiana,1154,LA,Private,Unknown,0.7778,1107,18700
Southern Regional Technical College,1154,GA,Public,Unknown,0.7778,2960,4272
Texas College Of Cosmetology-Lubbock,1154,TX,Private,Unknown,0.7778,89,18700
Fortis College-Cuyahoga Falls,1154,OH,Private,Unknown,0.7778,489,15241
Jones Technical Institute,1154,FL,Private,Unknown,0.7778,522,17253
Texas State Technical College,1154,TX,Public,Unknown,0.7778,9153,23435
Aveda Institute Portland-Vancouver Campus,1154,WA,Private,Unknown,0.7778,130,18700
Arizona College Of Nursing-Las Vegas,1154,NV,Private,Unknown,1.0,1185,22426
Florida Career College-Pembroke Pines,1154,FL,Private,Unknown,0.7778,156,18700
Florida Career College-West Palm Beach,1154,FL,Private,Unknown,0.7778,193,18700
Florida Career College-Hialeah,1154,FL,Private,Unknown,0.7778,185,18700
Florida Career College-Lauderdale Lakes,1154,FL,Private,Unknown,0.7778,204,18700
Florida Career College-Tampa,1154,FL,Private,Unknown,0.7778,159,18700
Florida Career College-Jacksonville,1154,FL,Private,Unknown,0.7778,173,18700
Florida Career College-Boynton Beach,1154,FL,Private,Unknown,0.7778,149,18700
Florida Career College-Margate,1154,FL,Private,Unknown,0.7778,130,18700
Florida Career College-Orlando,1154,FL,Private,Unknown,0.7778,153,18700
Uei College-Phoenix,1154,AZ,Private,Unknown,0.7778,1148,18700
Florida Career College-Houston,1154,TX,Private,Unknown,0.7778,264,18700
Aveda Institute-Madison,1154,WI,Private,Unknown,0.7778,85,18700
Husson University,1110,ME,Private,Unknown,0.8643,2395,37108
Tricoci University Of Beauty Culture-Elgin,1154,IL,Private,Unknown,0.7778,154,18700
Concorde Career College-Southaven,1154,MS,Private,Unknown,1.0,114,18700
Universal Technical Institute-Southern California,1154,CA,Private,Unknown,0.7778,1447,18700
Northwest University-Center For Online And Extended Education,1154,WA,Private,Unknown,0.7778,477,15780
Celebrity Barber School,1154,LA,Private,Unknown,0.7778,16,18700
California Institute Of Advanced Management,1154,CA,Private,Unknown,0.7778,1107,18700
The Temple Annapolis-A Paul Mitchell Partner School,1154,MD,Private,Unknown,0.7778,221,18700
Yeshiva Zichron Aryeh,1154,NY,Private,Unknown,0.6,36,22800
Butte County Regional Occupational Program,1154,CA,Public,Unknown,0.7778,41,18700
Arclabs,1154,SC,Private,Unknown,0.7778,643,18700
Top Of The Line Barber College,1154,SC,Private,Unknown,0.7778,60,18700
Midfield Institute Of Cosmetology,1154,AL,Private,Unknown,0.7778,13,18700
Felbry College,1154,OH,Private,Unknown,0.6466,214,29682
Regional Center For Border Health,1154,AZ,Private,Unknown,0.7778,191,18700
Kentucky Horseshoeing School,1154,KY,Private,Unknown,0.7778,24,18700
Image Maker Beauty Institute,1154,TN,Private,Unknown,0.7778,64,18700
Dalton Institute Of Esthetics And Cosmetology,1154,GA,Private,Unknown,0.7778,71,18700
Caan Academy Of Nursing,1154,IL,Private,Unknown,0.7778,90,18700
Martinsburg College,1154,WV,Private,Unknown,1.0,3214,18700
Alhambra Medical University,1154,CA,Private,Unknown,0.7778,35,18700
Central Yeshiva Beth Joseph,1154,NY,Private,Unknown,0.7778,22,18700
Garden State Science And Technology Institute,1154,NJ,Private,Unknown,0.7778,576,18700
Barber Tech Academy,1154,SC,Private,Unknown,0.7778,67,18700
Abraham Lincoln University,1154,CA,Private,Unknown,0.7778,49,11378
Med College,1154,FL,Private,Unknown,0.7778,297,23330
Sonoran Desert Institute,1154,AZ,Private,Unknown,0.7778,4763,12280
Natural Images Beauty College,1154,TX,Private,Unknown,0.7778,87,18700
Textures Institute Of Cosmetology,1154,IN,Private,Unknown,0.7778,23,18700
Williams Technical College,1154,LA,Private,Unknown,0.7778,99,18700
Piberry Institute,1154,FL,Private,Unknown,0.7778,96,18700
Ea La Mar'S Cosmetology & Barber College,1154,MO,Private,Unknown,0.7778,32,18700
Regina Webb Academy,1154,KY,Private,Unknown,0.7778,15,18700
Dehart Technical School,1154,CA,Private,Unknown,0.7778,80,18700
Medical Career & Technical College,1154,KY,Private,Unknown,0.7778,199,18700
Center For Neurosomatic Studies,1154,FL,Private,Unknown,0.7778,23,18700
Focus Personal Training Institute,1154,NY,Private,Unknown,0.7778,69,18700
Hair Academy School Of Barbering & Beauty,1154,DE,Private,Unknown,0.7778,25,18700
Fosbre Academy Of Hair Design,1154,WA,Private,Unknown,0.7778,86,18700
National Personal Training Institute,1154,FL,Private,Unknown,0.7778,43,18700
Mission Beauty Institute,1154,TX,Private,Unknown,0.7778,34,18700
Elim Bible Institute And College,1154,NY,Private,Unknown,1.0,94,19630
Beth Medrash Of Asbury Park,1154,NJ,Private,Unknown,0.4231,109,21110
Hope College Of Arts And Sciences,1154,FL,Private,Unknown,0.7778,71,18700
Yeshiva Gedolah Shaarei Shmuel,1154,NJ,Private,Unknown,0.53,132,18820
Premier Barber Institute,1154,PA,Private,Unknown,0.7778,83,18700
International Beauty Education Center,1154,WA,Private,Unknown,0.7778,111,18700
Claremont Lincoln University,1154,CA,Private,Unknown,0.7778,17,18700
Phipps Academy Of Barbering,1154,IL,Private,Unknown,0.7778,26,18700
Hoss Lee Academy,1154,CA,Private,Unknown,0.7778,97,18700
Indiana Wellness College,1154,IN,Private,Unknown,0.6029,154,18700
Kenny'S Academy Of Barbering,1154,IN,Private,Unknown,0.7778,147,18700
Seattle Film Institute,1154,WA,Private,Unknown,0.7778,60,33740
Arkansas Colleges Of Health Education,1154,AR,Private,Unknown,0.7778,1107,18700
Burrell College Of Osteopathic Medicine,1154,NM,Private,Unknown,0.7778,1107,18700
California College Of Music,1154,CA,Private,Unknown,0.4737,7,19230
California Health Sciences University,1154,CA,Private,Unknown,0.7778,1107,18700
Christian Culinary Academy,1154,OR,Private,Unknown,1.0,21,18700
Glitz School Of Cosmetology,1154,NM,Private,Unknown,0.7778,33,18700
Indiana Wesleyan University-National & Global,1154,IN,Private,Unknown,0.7778,5808,8480
Nationsuniversity,1154,LA,Private,Unknown,0.7778,447,18700
Northeast Lakeview College,1154,TX,Public,Unknown,0.7778,5689,7392
Paul Mitchell The School-Jessup,1154,MD,Private,Unknown,0.7778,125,18700
John Patrick University Of Health And Applied Sciences,1154,IN,Private,Unknown,1.0,289,20598
University Of Saint Katherine,1154,CA,Private,Unknown,0.4625,230,29738
Teachers College Of San Joaquin,1154,CA,Public,Unknown,0.7778,585,18700
U.S. Truck Driver Training School,1154,MI,Private,Unknown,0.7778,265,18700
University Of The People,1154,CA,Private,Unknown,0.7778,19276,1200
South Dade Technical College-South Dade Skills Center Campus,1154,FL,Public,Unknown,0.7778,205,18700
Wongu University Of Oriental Medicine,1154,NV,Private,Unknown,0.7778,1107,18700
Alabama School Of Nail Technology & Cosmetology,1154,AL,Private,Unknown,0.7778,102,18700
Tulsa Technology Center,1154,OK,Public,Unknown,0.7778,1284,18700
Ross Medical Education Center-Elyria,1154,OH,Private,Unknown,0.7778,58,18700
Ross Medical Education Center-Lafayette,1154,IN,Private,Unknown,0.7778,77,18700
Ross Medical Education Center-Midland,1154,MI,Private,Unknown,0.7778,36,18700
Paul Mitchell The School-Clear Lake,1154,TX,Private,Unknown,0.7778,129,18700
Paul Mitchell The School-Nampa,1154,ID,Private,Unknown,0.7778,107,18700
Kenneth Shuler School Of Cosmetology-Goose Creek,1154,SC,Private,Unknown,0.7778,128,18700
Boca Beauty Academy-Parkland,1154,FL,Private,Unknown,0.7778,205,18700
American Beauty Academy-West Valley Campus,1154,UT,Private,Unknown,0.7778,26,18700
The College Of Health Care Professions-Mcallen Campus,1154,TX,Private,Unknown,0.7778,728,18700
Institute Of Buddhist Studies,1154,CA,Private,Unknown,0.7778,1107,18700
Chamberlain University-North Carolina,1154,NC,Private,Unknown,0.6667,216,20286
Chamberlain University-California,1154,CA,Private,Unknown,0.6,676,21062
Purdue University Global,1154,IN,Public,Unknown,0.7778,31502,10110
Pima Medical Institute-Dillon,1154,MT,Private,Unknown,0.7778,21,18700
West Coast University-Center For Graduate Studies,1154,CA,Private,Unknown,0.7778,1107,18700
Carolina University,1154,NC,Private,Unknown,0.34,424,34200
National Personal Training Institute-Tampa,1154,FL,Private,Unknown,0.7778,26,18700
Presbyterian Theological Seminary In America,1154,CA,Private,Unknown,0.7778,38,10139
Hci College,1154,FL,Private,Unknown,0.7778,169,20028
America Evangelical University,1154,CA,Private,Unknown,0.7778,71,7400
Gadsden Technical College,1154,FL,Public,Unknown,0.7778,58,18700
Virginia University Of Integrative Medicine,1154,VA,Private,Unknown,0.7778,1107,18700
Nashville Film Institute,1154,TN,Private,Unknown,0.7778,33,18700
Los Angeles Academy Of Figurative Art,1154,CA,Private,Unknown,0.7778,4,32618
Westcliff University,1154,CA,Private,Unknown,0.4513,2037,21938
World Class Academy Of Beauty Careers,1154,FL,Private,Unknown,0.7778,24,18700
Allied Health Careers Institute,1154,TN,Private,Unknown,0.7778,47,18700
Sacramento Ultrasound Institute,1154,CA,Private,Unknown,0.7709,104,18700
Regan Career Institute,1154,CA,Private,Unknown,0.7778,51,18700
Bolivar Technical College,1154,MO,Private,Unknown,0.8182,144,30975
Mak Beauty Institute,1154,GA,Private,Unknown,0.5833,9,18700
Reformed University,1154,GA,Private,Unknown,0.7342,287,6110
Mobile Technical Training,1154,NJ,Private,Unknown,0.7778,31,18700
American Barber And Beauty Academy,1154,PA,Private,Unknown,0.7778,118,18700
Master'S Barber & Styling College,1154,TN,Private,Unknown,0.7778,26,18700
Yeshiva Shaar Ephraim,1154,NY,Private,Unknown,0.7778,138,26375
California Institute Of Arts & Technology,1154,CA,Private,Unknown,0.7778,14,16514
Elite Cosmetology Barber & Spa Academy,1154,WA,Private,Unknown,0.7778,55,18700
Cutting Edge Academy,1154,NJ,Private,Unknown,0.7778,94,18700
Yeshiva Bais Aharon,1154,NJ,Private,Unknown,0.75,13,19290
Mechon L'Hoyroa,1154,NY,Private,Unknown,0.7778,124,12100
Elyon College,1154,NY,Private,Unknown,0.7778,25,14620
Western Michigan University Homer Stryker M.D. School Of Medicine,1154,MI,Private,Unknown,0.7778,1107,18700
Harmony Health Care Institute,1154,NH,Private,Unknown,0.9286,164,18700
American Beauty Schools,1154,FL,Private,Unknown,0.7778,80,18700
Hogan Institute Of Cosmetology And Esthetics,1154,GA,Private,Unknown,0.7778,71,18700
J'S Barber College,1154,LA,Private,Unknown,0.7778,23,18700
Ann Webb Skin Institute,1154,TX,Private,Unknown,0.7778,181,18700
Apex Academy Hair Skin Nails School Of Cosmetology,1154,OH,Private,Unknown,0.7778,16,18700
The Esthetic Institute,1154,VA,Private,Unknown,0.7778,107,18700
Massage Institute Of Memphis,1154,TN,Private,Unknown,0.7778,20,18700
Metro Detroit Barber College,1154,MI,Private,Unknown,0.7778,30,18700
Digital Media Institute,1154,LA,Private,Unknown,0.3191,13,18700
Yeshiva Ohr Naftoli,1154,NY,Private,Unknown,0.8065,43,21700
Bais Medrash Mayan Hatorah,1154,NJ,Private,Unknown,0.6667,25,20700
Allgood Beauty Institute,1154,TX,Private,Unknown,0.7778,20,18700
Ray J'S College Of Hair,1154,LA,Private,Unknown,0.7778,34,18700
Manuel And Theresa'S School Of Hair Design,1154,TX,Private,Unknown,0.7778,4,18700
Cincinnati School Of Barbering & Hair Design,1154,OH,Private,Unknown,0.7778,48,18700
L Makeup Institute,1154,NV,Private,Unknown,0.7778,95,18700
Northern Technical College,1154,AR,Private,Unknown,0.7778,30,18700
Maine Media College,1154,ME,Private,Unknown,0.7778,0,18700
Purdue University Northwest,1034,IN,Public,Unknown,0.7063,5786,22326
Ross Medical Education Center-Portage,1154,MI,Private,Unknown,0.7778,94,18700
Ross College-Canton,1154,OH,Private,Unknown,0.7778,344,18700
Ross College-Grand Rapids North,1154,MI,Private,Unknown,0.7778,267,18700
American Institute-Somerset,1154,NJ,Private,Unknown,0.7778,274,18700
Platt College-Anaheim,1154,CA,Private,Unknown,0.7778,405,15927
Advantage Career Institute,1154,NJ,Private,Unknown,0.7778,149,18700
Bull City Durham Beauty And Barber College,1154,NC,Private,Unknown,0.7778,32,18700
Fortis College-Cutler Bay,1154,FL,Private,Unknown,0.7778,358,14230
Yeshiva Kollel Tifereth Elizer,1154,NY,Private,Unknown,0.75,373,23200
Strand Institute Of Beauty & Esthetics,1154,TX,Private,Unknown,0.7778,71,18700
Arkansas Welding Academy,1154,AR,Private,Unknown,0.7778,74,18700
Unitech Training Academy-Baton Rouge,1154,LA,Private,Unknown,0.7778,85,18700
Empire Beauty School-Tampa,1154,FL,Private,Unknown,0.7778,93,18700
Empire Beauty School-Lakeland,1154,FL,Private,Unknown,0.7778,132,18700
Galen College Of Nursing-Arh,1154,KY,Private,Unknown,0.7778,424,17210
The Chicago School At San Diego,1154,CA,Private,Unknown,1.0,5,23028
Commercial Divers International,1154,AZ,Private,Unknown,0.7778,47,18700
Tricoci University Of Beauty Culture-Janesville,1154,WI,Private,Unknown,0.7778,102,18700
